Employee_ID,Age,Department,Job_Level,Years_at_Company,Monthly_Hours_Worked,Remote_Work,Meetings_per_Week,Tasks_Completed_Per_Day,Overtime_Hours_Per_Week,Work_Life_Balance,Job_Satisfaction,Productivity_Score,Annual_Salary,Absences_Per_Year
7974,35,HR,Entry,2,148,No,8,7,11,Average,6,72.78,198321,10
7975,48,Operations,Entry,25,147,No,1,12,1,Poor,8,70.84,87267,3
7976,51,IT,Manager,2,156,Hybrid,8,15,1,Average,9,59.39,44475,16
7977,35,HR,Entry,9,172,No,9,13,7,Average,3,77.61,91864,13
7978,52,Finance,Mid,29,179,No,13,13,4,Average,4,76.47,131703,0
7979,57,IT,Entry,22,186,Hybrid,7,10,4,Average,2,73.91,87782,13
7980,51,HR,Mid,21,206,Yes,11,14,12,Good,5,66.52,164294,9
7981,59,HR,Entry,24,208,Hybrid,14,12,14,Average,9,95.89,155311,16
7982,32,Finance,Entry,18,205,Yes,3,4,6,Poor,1,89.33,121103,19
7983,38,HR,Entry,16,156,Hybrid,11,19,4,Average,1,92.24,72063,3
7984,31,Finance,Mid,14,156,Hybrid,13,4,5,Excellent,1,64.12,128550,14
7985,37,Sales,Mid,1,166,No,9,11,8,Average,5,97.96,191980,18
7986,32,HR,Senior,14,132,Yes,3,14,8,Good,4,66.3,37656,19
7987,49,Finance,Entry,7,162,No,3,9,14,Poor,2,55.16,48358,19
7988,42,Operations,Entry,6,205,No,4,19,11,Average,1,90.99,190920,0
7989,49,Marketing,Senior,20,168,No,12,6,8,Excellent,4,51.87,109820,8
7990,44,IT,Manager,4,206,No,10,9,5,Average,1,98.58,41887,0
7991,22,IT,Entry,11,153,No,0,15,10,Good,3,55.73,75180,2
7992,34,IT,Entry,6,202,No,4,5,8,Average,6,56.97,145013,14
7993,29,Finance,Mid,7,140,No,8,19,12,Good,6,51.28,131937,3
7994,40,Finance,Senior,18,191,Yes,8,8,11,Average,3,55.54,66071,6
7995,45,IT,Senior,7,181,Yes,8,5,9,Average,4,61.61,76907,7
7996,58,Finance,Manager,13,181,No,14,18,14,Good,2,89.73,62507,16
7997,46,Operations,Senior,10,192,Yes,2,4,2,Good,9,50.56,67101,7
7998,47,HR,Entry,23,144,Yes,0,9,5,Good,1,92.72,198621,5
7999,48,HR,Entry,28,168,No,1,16,10,Good,5,65.14,38217,13
8000,53,HR,Mid,6,131,No,6,6,7,Good,3,94.48,142082,19
8001,24,Sales,Manager,3,137,Yes,4,6,13,Good,1,70.86,191571,18
8002,30,IT,Mid,24,156,Yes,9,10,1,Average,3,85.29,116572,9
8003,22,Marketing,Manager,1,146,No,1,15,14,Poor,6,57.31,169067,12
8004,39,IT,Mid,24,138,Yes,6,16,1,Excellent,4,77.16,49635,8
8005,24,HR,Manager,28,157,Hybrid,13,11,12,Good,7,66.43,172919,16
8006,35,IT,Mid,16,170,Yes,7,9,7,Good,2,63.07,76339,3
8007,53,Sales,Senior,28,170,Hybrid,1,17,0,Poor,2,83.89,159053,11
8008,25,HR,Manager,23,180,No,7,10,8,Average,6,95.23,163347,12
8009,58,Sales,Mid,2,188,Yes,0,7,2,Average,7,81.72,82222,8
8010,42,Sales,Senior,17,150,Yes,8,19,0,Poor,8,94.2,44067,15
8011,48,Sales,Manager,24,130,Yes,8,16,0,Average,8,68.78,197466,13
8012,26,HR,Mid,20,193,Hybrid,3,15,6,Poor,3,83.24,58085,9
8013,24,Sales,Entry,27,131,Yes,8,18,1,Poor,9,54.95,139301,13
8014,43,Sales,Entry,29,190,Hybrid,4,7,1,Average,7,97.54,104729,17
8015,41,Marketing,Senior,28,167,No,0,10,1,Good,5,85.52,130438,15
8016,23,IT,Mid,14,217,Yes,13,18,1,Good,8,76.56,196942,10
8017,22,Marketing,Mid,10,147,Yes,12,10,8,Average,3,93.35,142251,13
8018,44,IT,Mid,28,135,No,7,9,5,Good,6,85.63,91890,6
8019,46,HR,Manager,26,140,Yes,13,12,5,Average,6,72.28,68997,11
8020,47,Marketing,Senior,9,147,Hybrid,12,12,9,Good,9,78.46,109812,15
8021,24,Finance,Entry,12,163,Hybrid,10,16,1,Excellent,3,77.98,161550,18
8022,52,HR,Entry,11,201,Hybrid,3,11,13,Poor,7,83.09,190237,6
8023,48,HR,Entry,16,145,No,5,4,3,Good,3,88.14,109632,19
8024,34,IT,Mid,4,168,Hybrid,0,5,13,Poor,5,69.23,162630,8
8025,54,IT,Senior,29,163,Yes,13,11,5,Poor,5,88.31,156828,14
8026,46,Sales,Mid,27,151,No,9,12,12,Good,9,64.02,84835,5
8027,37,Finance,Manager,29,158,Yes,0,13,5,Poor,5,68.98,39139,10
8028,59,Operations,Entry,28,161,No,8,13,14,Average,3,68.65,198784,14
8029,47,HR,Mid,27,180,Yes,13,14,5,Average,2,54.07,149463,10
8030,39,HR,Entry,11,193,Hybrid,4,16,3,Average,5,59.67,181192,3
8031,38,Marketing,Mid,13,120,Hybrid,6,16,8,Good,2,99.1,143987,5
8032,46,IT,Mid,8,147,No,5,13,9,Good,9,75.24,81078,12
8033,47,Marketing,Senior,24,168,Hybrid,2,4,6,Average,1,61.04,46886,12
8034,39,IT,Mid,17,183,No,13,15,0,Poor,6,69.18,83061,4
8035,22,IT,Entry,21,120,Yes,14,3,7,Excellent,2,72.31,108518,9
8036,28,Marketing,Manager,11,155,Yes,9,5,2,Average,1,73.56,46723,16
8037,51,Marketing,Entry,4,142,No,5,7,0,Excellent,3,71.91,109042,18
8038,54,Marketing,Senior,20,175,Yes,0,18,3,Average,2,89.43,172376,8
8039,46,Operations,Entry,25,133,Hybrid,13,7,3,Average,5,67.94,58008,5
8040,46,IT,Manager,12,191,No,14,10,12,Average,6,79.63,149958,7
8041,48,Finance,Entry,27,155,Yes,9,7,14,Average,3,72.68,98824,18
8042,56,Marketing,Senior,12,179,No,9,11,1,Average,3,73.18,45536,13
8043,39,IT,Mid,19,183,Hybrid,12,8,11,Good,2,97.1,100858,6
8044,51,Marketing,Mid,24,170,Yes,4,18,11,Good,6,66.3,194545,18
8045,35,Operations,Mid,28,126,Yes,14,6,8,Average,8,56.56,66836,6
8046,56,Finance,Mid,25,177,No,2,15,10,Poor,4,69.02,147491,13
8047,55,Finance,Mid,24,193,No,4,11,14,Average,6,56.57,135093,11
8048,41,Sales,Entry,20,212,No,2,5,1,Average,5,91.01,35015,14
8049,36,Sales,Entry,18,136,Hybrid,13,14,4,Excellent,9,61.71,57872,8
8050,28,Finance,Senior,10,140,No,14,17,13,Average,1,78.13,151490,14
8051,34,Marketing,Entry,7,195,No,2,12,14,Excellent,5,59.79,81796,1
8052,57,Sales,Mid,19,171,Hybrid,2,18,4,Poor,9,52.79,117626,1
8053,55,Operations,Mid,6,210,Hybrid,10,15,10,Poor,9,66.11,56139,10
8054,34,IT,Mid,19,120,Hybrid,2,13,13,Average,9,99.61,184230,7
8055,25,Finance,Senior,20,132,No,4,8,5,Average,4,98.74,111336,2
8056,34,Marketing,Mid,18,171,No,6,13,2,Good,2,73.66,181027,2
8057,34,Operations,Entry,12,178,Yes,14,13,6,Excellent,9,69.06,80198,15
8058,44,IT,Manager,11,171,Hybrid,6,4,4,Poor,4,98.77,157861,4
8059,50,Finance,Senior,15,212,No,3,5,13,Excellent,4,71.65,81714,8
8060,54,Finance,Mid,5,169,Yes,1,17,13,Good,8,50.84,163913,9
8061,44,Marketing,Entry,10,177,Yes,12,17,5,Good,6,97.82,97345,0
8062,24,Marketing,Entry,23,159,Yes,7,4,14,Average,8,92.2,183135,10
8063,53,HR,Mid,18,192,No,6,10,10,Average,4,84.41,146342,12
8064,24,Marketing,Entry,21,165,Hybrid,8,17,11,Good,3,93.29,189807,8
8065,33,IT,Mid,22,124,Yes,11,12,5,Good,5,57.32,156530,2
8066,25,Sales,Entry,15,219,Yes,12,12,6,Good,3,61.45,56960,6
8067,54,Marketing,Senior,22,219,Hybrid,6,8,6,Good,6,54.1,173440,2
8068,53,Marketing,Mid,13,197,Hybrid,4,17,3,Average,1,96.24,171242,6
8069,38,Sales,Mid,2,143,Yes,8,6,14,Average,8,66.52,125715,4
8070,30,Sales,Entry,2,201,Yes,7,13,0,Poor,3,96.46,122698,7
8071,26,Operations,Mid,18,171,Yes,3,11,0,Good,6,74.11,176342,13
8072,42,Finance,Senior,3,171,No,4,7,0,Good,9,86.15,82769,6
8073,24,Finance,Entry,16,196,Yes,3,3,2,Average,7,87.63,195862,3
8074,24,Sales,Mid,2,152,Hybrid,9,15,12,Poor,4,65.22,60017,8
8075,58,Sales,Mid,9,172,No,8,8,1,Average,2,72.76,174262,13
8076,56,Sales,Mid,10,131,No,6,8,14,Good,4,95.05,128541,1
8077,54,IT,Mid,5,140,No,4,13,11,Good,5,89.22,181652,17
8078,24,Operations,Senior,25,150,No,13,3,12,Excellent,7,78.32,42541,12
8079,39,HR,Senior,24,151,No,0,4,4,Good,7,70.48,152250,9
8080,24,IT,Mid,21,172,No,5,6,4,Good,5,98.85,74392,11
8081,50,HR,Manager,13,217,Yes,14,5,4,Excellent,8,52.06,159195,1
8082,58,Finance,Senior,7,132,No,1,7,2,Average,3,88.39,94732,5
8083,26,Sales,Senior,28,148,Hybrid,14,7,3,Good,9,79.26,157441,11
8084,30,IT,Mid,2,213,No,4,8,12,Good,1,96.24,151139,15
8085,33,Operations,Senior,26,213,No,8,8,9,Average,2,87.15,92216,15
8086,37,Sales,Senior,10,128,Hybrid,10,13,4,Average,9,57.26,96440,9
8087,48,Operations,Mid,7,189,No,9,12,14,Poor,1,89.4,87767,4
8088,30,Operations,Senior,5,166,No,11,17,2,Poor,3,66.29,150879,11
8089,43,Sales,Senior,6,123,No,11,6,5,Average,2,67.05,97096,1
8090,38,Sales,Senior,9,198,No,8,8,7,Average,7,74.42,88700,15
8091,22,IT,Manager,8,194,Hybrid,8,9,5,Average,8,81.74,191648,18
8092,24,Sales,Mid,18,150,Hybrid,1,6,6,Poor,1,50.6,98962,12
8093,26,Finance,Mid,26,181,Yes,3,11,13,Poor,5,97.8,51609,12
8094,43,HR,Entry,22,147,No,8,3,2,Poor,6,81.63,93853,11
8095,22,Operations,Mid,1,157,Yes,10,4,1,Excellent,7,70.6,69813,14
8096,25,Marketing,Mid,24,167,Hybrid,14,8,1,Average,2,82.79,122520,16
8097,43,Finance,Mid,15,155,Yes,10,12,0,Poor,3,84.06,37039,9
8098,45,HR,Entry,17,171,No,12,13,6,Excellent,9,50.98,169056,8
8099,53,Marketing,Mid,18,193,Hybrid,6,19,0,Poor,7,55.18,62638,2
8100,23,Sales,Senior,20,213,Hybrid,13,19,0,Poor,2,77.95,41866,17
8101,57,Finance,Entry,26,134,No,14,11,11,Excellent,6,70.36,91398,18
8102,26,Operations,Entry,18,120,Yes,4,18,0,Average,2,73.56,182497,1
8103,28,Operations,Entry,5,195,Hybrid,1,16,12,Average,7,60.59,194065,11
8104,57,Marketing,Senior,27,172,Yes,8,9,0,Average,1,96.85,174218,15
8105,29,Marketing,Entry,7,213,Yes,1,6,10,Average,9,67.51,73884,8
8106,57,Marketing,Mid,23,188,Hybrid,14,16,9,Good,8,52.95,122233,4
8107,33,Sales,Senior,26,208,Hybrid,6,4,14,Good,4,81.96,49279,19
8108,49,HR,Senior,5,179,No,9,14,5,Good,9,79.09,117378,9
8109,23,HR,Manager,14,143,No,13,11,14,Poor,9,79.09,113647,15
8110,35,Finance,Senior,3,206,No,10,6,2,Average,1,53.63,105377,2
8111,40,Sales,Entry,21,150,Hybrid,8,10,1,Excellent,2,88.54,137852,2
8112,42,HR,Mid,13,164,Hybrid,3,3,2,Average,3,66.69,46263,11
8113,51,Finance,Entry,4,146,No,10,14,12,Good,8,97.64,99394,7
8114,58,HR,Mid,22,138,No,8,12,7,Good,2,81.1,65607,13
8115,42,IT,Mid,17,131,No,11,7,10,Poor,4,83.75,181104,15
8116,49,Sales,Entry,1,206,No,7,6,9,Excellent,5,79.19,173338,9
8117,54,IT,Entry,13,169,Yes,6,18,3,Good,6,72.61,85074,2
8118,28,HR,Senior,8,201,Yes,13,12,6,Poor,9,66.96,111874,4
8119,37,HR,Entry,6,131,No,11,16,1,Average,6,57.94,39509,4
8120,58,IT,Manager,14,140,No,12,5,14,Excellent,7,80.89,126889,12
8121,46,Sales,Mid,9,176,Yes,7,17,9,Good,8,99.79,169018,7
8122,59,Finance,Senior,26,138,No,3,13,1,Average,3,70.54,157597,17
8123,59,Marketing,Senior,12,136,No,6,16,6,Good,7,62.29,39851,17
8124,51,Operations,Mid,28,178,Hybrid,2,16,1,Average,1,89.9,191932,14
8125,38,IT,Senior,1,158,No,4,19,2,Poor,9,96.75,57826,9
8126,37,Operations,Senior,15,192,Yes,1,6,0,Average,4,99.29,164173,13
8127,25,Sales,Mid,7,173,Hybrid,7,12,3,Poor,4,92.74,144345,3
8128,51,Sales,Entry,17,181,Yes,1,13,8,Average,1,75.46,76814,10
8129,41,Operations,Manager,12,125,No,6,7,10,Average,8,92.66,166755,5
8130,56,Marketing,Entry,23,139,No,7,7,11,Average,9,53.68,91591,5
8131,26,Finance,Entry,23,127,Hybrid,11,8,9,Average,5,90.43,77409,1
8132,35,Finance,Manager,29,137,No,5,17,5,Average,8,54.74,133959,8
8133,49,HR,Mid,24,205,Hybrid,3,16,7,Poor,4,80.42,117952,16
8134,31,HR,Entry,14,177,No,10,19,6,Good,4,66.75,136403,4
8135,51,Operations,Manager,13,174,No,3,9,7,Average,2,78.03,151673,12
8136,53,IT,Senior,21,201,No,5,3,10,Good,9,65.27,188212,2
8137,33,Operations,Mid,24,140,No,7,3,0,Poor,4,52.85,124806,13
8138,37,Finance,Manager,10,139,Hybrid,8,19,0,Average,7,89.66,131587,13
8139,47,IT,Entry,29,184,No,14,18,11,Average,5,56.08,190560,6
8140,56,HR,Manager,21,149,No,5,18,7,Good,6,80.84,50607,18
8141,37,IT,Mid,25,141,No,2,6,5,Poor,2,65.11,100204,8
8142,38,Marketing,Mid,27,128,Yes,9,13,9,Good,9,81.52,72365,18
8143,44,Operations,Mid,24,172,No,12,7,5,Poor,5,71.32,57001,0
8144,43,IT,Mid,13,212,Yes,11,7,7,Average,8,93.77,149320,2
8145,42,HR,Mid,29,201,No,3,4,11,Average,6,86.36,74084,10
8146,55,HR,Manager,27,211,Hybrid,12,17,3,Good,3,62.41,161874,10
8147,26,Marketing,Entry,7,192,Yes,4,15,0,Poor,5,98.22,169914,18
8148,59,Marketing,Mid,13,125,No,2,4,6,Average,5,62.74,59432,19
8149,52,Finance,Entry,7,205,Yes,10,13,1,Excellent,1,57.87,193260,10
8150,54,Marketing,Entry,3,157,Yes,4,5,6,Average,5,98.76,67020,18
8151,24,Marketing,Manager,6,185,Yes,12,6,7,Good,7,54.13,168138,2
8152,40,Finance,Mid,22,126,Yes,7,8,12,Excellent,4,67.89,63054,6
8153,39,Marketing,Mid,27,215,Hybrid,11,14,5,Average,3,81.63,129392,6
8154,49,Sales,Manager,14,151,No,3,13,13,Average,1,97.68,176871,11
8155,36,Sales,Mid,21,207,Yes,6,9,9,Poor,6,64.49,112809,5
8156,54,Sales,Entry,18,166,No,11,19,1,Good,3,82.84,110922,1
8157,49,Marketing,Entry,16,191,Hybrid,0,3,6,Average,1,51.21,135685,16
8158,29,HR,Mid,29,150,No,6,19,13,Average,5,85.74,35454,12
8159,51,HR,Manager,26,156,Hybrid,0,12,8,Average,5,95.8,167063,12
8160,22,Finance,Entry,7,173,Hybrid,1,16,9,Good,3,58.1,36135,7
8161,28,HR,Mid,5,139,Hybrid,10,8,0,Average,1,88.94,98561,6
8162,35,HR,Mid,18,191,Yes,0,18,5,Good,2,75.02,77525,18
8163,42,Finance,Entry,13,190,No,2,8,6,Excellent,6,79.95,139811,19
8164,27,Sales,Entry,4,148,Yes,11,7,3,Good,3,85.28,170171,18
8165,38,Finance,Entry,28,153,Hybrid,12,18,6,Good,4,85.24,119532,6
8166,35,HR,Entry,11,141,No,7,13,2,Average,8,73.79,47524,15
8167,28,HR,Mid,17,189,Yes,7,17,9,Average,8,72.96,35331,11
8168,36,Finance,Mid,12,195,Hybrid,11,9,13,Excellent,4,64.57,155549,7
8169,29,Marketing,Mid,28,173,Yes,6,8,12,Good,9,58.15,102274,14
8170,31,HR,Mid,24,161,No,12,15,8,Average,3,92.61,182140,7
8171,50,HR,Entry,5,165,No,6,7,0,Poor,7,91.32,173590,10
8172,40,Finance,Mid,24,147,Yes,4,11,12,Poor,8,92.91,76172,6
8173,23,Operations,Senior,17,209,Hybrid,9,19,3,Average,4,98.77,64231,11
8174,29,HR,Entry,24,192,Hybrid,10,9,7,Average,4,67.9,179117,13
8175,51,Operations,Entry,29,168,Hybrid,12,17,13,Good,6,72.24,192979,13
8176,57,Marketing,Entry,5,146,Hybrid,8,13,2,Average,4,95.94,146790,16
8177,39,Marketing,Mid,23,158,Hybrid,0,12,5,Average,2,59.55,125909,13
8178,23,Finance,Mid,3,211,No,3,11,2,Good,3,80.09,164120,15
8179,26,IT,Entry,29,215,No,5,7,1,Average,1,84.36,190592,15
8180,34,Sales,Entry,13,217,No,3,16,11,Poor,8,87.5,160597,9
8181,32,Marketing,Entry,19,175,No,1,19,7,Average,9,92.01,175128,8
8182,29,Marketing,Senior,13,215,Yes,1,16,3,Average,1,63.15,190959,13
8183,59,Sales,Entry,9,193,Hybrid,11,11,8,Good,5,79.96,51375,12
8184,38,Finance,Mid,23,154,Yes,1,3,6,Good,6,96.83,78065,10
8185,32,HR,Entry,27,137,No,6,7,6,Good,3,95.0,182563,17
8186,47,Finance,Senior,16,156,Yes,4,17,9,Average,2,79.6,95189,15
8187,55,IT,Mid,22,143,No,14,15,6,Average,3,63.59,94797,12
8188,24,Operations,Mid,20,143,Yes,11,10,12,Average,4,76.42,185919,2
8189,46,IT,Manager,21,149,Hybrid,1,13,3,Good,5,67.76,121709,14
8190,45,Sales,Mid,15,146,No,8,18,10,Good,8,84.11,170609,10
8191,44,Operations,Senior,8,149,Hybrid,1,9,11,Average,9,79.06,184973,1
8192,51,IT,Mid,16,123,No,11,15,0,Good,9,57.58,148636,17
8193,48,IT,Manager,17,146,Hybrid,6,8,11,Excellent,5,70.01,55003,10
8194,31,Sales,Mid,18,186,No,0,6,12,Excellent,1,97.56,64082,15
8195,30,Sales,Entry,19,125,No,5,7,14,Excellent,8,89.54,197398,2
8196,23,Sales,Mid,11,126,No,13,4,2,Poor,7,70.82,178301,3
8197,42,Sales,Senior,5,204,No,5,8,9,Good,7,93.21,109739,1
8198,32,Sales,Manager,13,190,No,4,17,9,Excellent,7,74.05,39189,2
8199,31,Marketing,Mid,27,121,No,6,4,3,Good,4,74.48,86337,1
8200,46,Operations,Senior,15,192,Yes,10,6,8,Average,1,90.84,96381,5
8201,26,Operations,Senior,24,186,No,9,11,1,Average,8,86.6,152804,11
8202,43,HR,Senior,5,134,Hybrid,14,19,10,Poor,2,50.61,65335,14
8203,26,Sales,Mid,21,168,No,7,12,7,Average,3,69.59,68685,14
8204,30,HR,Entry,15,154,No,14,17,7,Poor,7,50.33,160289,18
8205,32,IT,Entry,6,204,Hybrid,13,19,0,Good,6,77.49,62849,4
8206,26,Marketing,Senior,25,136,No,1,7,0,Poor,2,72.17,112274,1
8207,27,Sales,Senior,9,189,Yes,2,16,3,Good,2,62.52,188987,17
8208,54,Operations,Senior,25,134,No,7,8,6,Average,1,99.34,130602,11
8209,37,Marketing,Entry,15,131,Hybrid,10,5,0,Excellent,9,56.48,47671,13
8210,45,Finance,Entry,12,152,Hybrid,11,8,13,Average,2,94.4,183204,11
8211,35,HR,Entry,27,129,Yes,4,14,4,Good,6,96.9,83351,15
8212,45,Operations,Senior,27,189,Hybrid,5,5,7,Average,5,94.25,60635,11
8213,33,Operations,Mid,13,161,Hybrid,3,12,14,Average,4,72.61,99623,1
8214,44,Operations,Mid,21,152,Yes,0,12,4,Good,4,98.62,101207,19
8215,27,Sales,Entry,6,132,Hybrid,11,4,5,Average,9,50.61,130659,8
8216,42,HR,Entry,7,185,Hybrid,7,6,0,Good,4,64.96,121938,11
8217,30,HR,Senior,16,137,No,10,15,3,Good,5,57.07,90596,11
8218,57,Finance,Senior,19,200,Hybrid,12,18,7,Good,1,57.73,168594,9
8219,26,HR,Entry,29,217,Yes,13,3,5,Poor,8,87.17,196089,4
8220,52,IT,Senior,1,127,Yes,3,7,2,Good,3,63.5,124611,19
8221,56,HR,Mid,18,175,Yes,8,7,12,Poor,8,69.69,70288,3
8222,24,Finance,Senior,4,212,No,10,15,1,Average,7,80.16,105896,1
8223,40,Finance,Entry,9,125,No,1,14,2,Excellent,6,89.22,125715,4
8224,40,Operations,Mid,1,198,Yes,7,18,8,Good,5,64.41,189806,15
8225,22,Sales,Senior,13,214,No,10,8,8,Excellent,4,91.49,172195,17
8226,43,IT,Entry,6,164,Yes,14,18,12,Poor,1,76.79,146311,10
8227,40,HR,Entry,20,149,Hybrid,8,4,3,Poor,8,85.39,157366,9
8228,47,Operations,Entry,6,203,No,5,14,14,Excellent,6,84.67,159697,14
8229,36,Finance,Manager,2,145,Yes,7,17,3,Good,2,94.71,76956,17
8230,40,Finance,Mid,18,139,No,11,14,10,Poor,3,91.07,42399,11
8231,46,HR,Entry,7,175,Yes,14,5,12,Good,9,93.73,195985,11
8232,52,HR,Mid,5,143,No,11,7,1,Average,6,83.68,110894,5
8233,51,Sales,Mid,22,179,Hybrid,3,12,13,Good,8,56.08,36706,0
8234,54,Sales,Mid,16,159,No,9,15,6,Good,1,57.79,76415,14
8235,37,IT,Mid,14,167,Yes,0,13,0,Excellent,9,91.14,83062,0
8236,33,Sales,Entry,14,135,Hybrid,12,14,4,Poor,2,81.35,122072,13
8237,49,Sales,Mid,4,177,Hybrid,1,15,1,Poor,7,51.55,56835,18
8238,51,Marketing,Entry,14,187,Yes,10,19,8,Poor,8,57.98,108061,16
8239,27,HR,Manager,1,217,Yes,0,12,6,Average,6,93.87,57038,16
8240,35,Sales,Senior,24,186,Yes,8,10,11,Average,9,78.19,85048,0
8241,26,Marketing,Entry,1,186,Hybrid,4,13,10,Excellent,5,55.68,86850,19
8242,57,Marketing,Senior,8,182,Hybrid,5,5,9,Average,6,52.78,60315,1
8243,44,Operations,Senior,27,157,Hybrid,7,19,12,Average,5,99.97,47470,5
8244,53,Sales,Mid,1,184,Yes,13,11,3,Good,9,64.77,182714,0
8245,52,Finance,Senior,26,131,Hybrid,8,15,12,Good,7,83.0,157905,15
8246,35,Sales,Mid,26,202,Yes,2,15,10,Excellent,9,66.44,182180,2
8247,53,Sales,Senior,20,218,Yes,1,19,13,Average,3,88.11,147963,11
8248,48,HR,Senior,6,188,No,2,10,2,Average,3,95.44,111649,1
8249,22,Finance,Mid,1,162,No,13,5,5,Average,3,73.72,189348,16
8250,30,Operations,Mid,9,170,No,13,14,7,Excellent,8,95.32,162524,16
8251,37,IT,Entry,23,158,No,5,12,5,Good,5,64.79,49188,18
8252,56,Sales,Mid,1,193,No,10,13,9,Good,5,83.98,189797,19
8253,31,Sales,Mid,26,129,Yes,14,6,2,Average,2,58.09,173060,8
8254,37,HR,Entry,18,155,Hybrid,0,12,13,Excellent,2,62.69,199194,6
8255,51,IT,Mid,5,218,Yes,1,13,2,Poor,2,90.96,175745,4
8256,54,Marketing,Mid,19,208,Hybrid,7,3,4,Poor,5,96.82,142788,3
8257,36,Finance,Manager,1,168,Hybrid,7,12,9,Poor,5,86.09,137528,15
8258,29,IT,Entry,5,170,No,5,16,2,Poor,1,57.81,50899,16
8259,25,Operations,Mid,24,177,No,7,4,0,Average,1,51.22,140451,11
8260,23,Sales,Mid,12,214,Hybrid,13,12,14,Good,4,54.16,102731,11
8261,28,Marketing,Senior,1,219,No,13,4,3,Good,1,66.38,194748,14
8262,59,HR,Entry,6,202,Hybrid,13,12,2,Average,5,66.63,92286,1
8263,55,Sales,Entry,17,126,No,14,14,10,Poor,3,52.15,147536,1
8264,46,HR,Mid,8,128,No,7,10,10,Good,7,99.32,93795,18
8265,28,Finance,Entry,5,208,No,4,7,5,Average,9,77.56,109924,2
8266,46,HR,Mid,3,142,No,10,5,11,Average,5,52.54,110226,19
8267,23,IT,Senior,28,196,Yes,14,9,4,Average,4,83.79,196048,4
8268,47,IT,Entry,15,182,Hybrid,3,10,1,Poor,3,93.33,103431,17
8269,57,Finance,Entry,28,161,Hybrid,6,4,1,Average,2,62.86,43154,4
8270,59,Finance,Mid,28,130,Hybrid,13,12,9,Average,2,89.99,118163,15
8271,24,Finance,Senior,24,218,No,9,11,1,Average,8,94.31,128859,17
8272,50,IT,Mid,26,207,Yes,14,16,7,Poor,8,56.86,119288,12
8273,32,Sales,Senior,8,153,Yes,0,4,1,Poor,1,70.69,51813,5
8274,42,IT,Mid,3,164,Yes,10,11,0,Average,1,54.62,85766,17
8275,25,Operations,Mid,16,198,Hybrid,6,13,5,Average,7,51.07,72325,9
8276,26,HR,Entry,7,130,Hybrid,10,16,12,Poor,6,88.21,151948,1
8277,27,Finance,Entry,17,171,No,7,11,4,Poor,7,54.09,134685,17
8278,43,Marketing,Senior,19,202,Hybrid,2,19,2,Average,2,77.49,166702,14
8279,27,IT,Entry,23,179,Hybrid,10,13,3,Good,4,74.38,36134,12
8280,35,Marketing,Mid,3,167,Yes,10,5,9,Average,8,74.27,128561,14
8281,43,Sales,Mid,27,147,No,14,6,7,Excellent,2,94.66,153028,5
8282,37,IT,Entry,7,176,Yes,7,7,1,Good,6,79.25,113756,19
8283,53,Sales,Senior,19,157,No,5,13,4,Average,3,97.86,107777,17
8284,57,Sales,Mid,3,133,No,2,15,4,Average,2,86.86,73811,1
8285,28,IT,Mid,18,190,Hybrid,12,11,11,Average,1,73.91,63444,8
8286,44,IT,Entry,21,151,No,13,11,13,Average,5,56.32,49880,4
8287,35,Sales,Entry,27,175,Hybrid,5,9,3,Average,5,79.38,146979,17
8288,27,Operations,Entry,17,120,Yes,5,8,11,Average,8,84.59,106580,10
8289,46,Operations,Mid,11,180,Yes,3,9,1,Poor,5,97.59,78238,12
8290,24,Finance,Senior,12,205,Hybrid,4,13,4,Average,2,65.04,126329,3
8291,34,IT,Manager,14,216,Hybrid,4,15,13,Average,4,99.9,50763,15
8292,24,Operations,Mid,4,167,Yes,13,3,0,Good,5,53.1,136621,8
8293,52,Sales,Senior,12,131,Hybrid,5,6,5,Excellent,4,60.72,125001,14
8294,24,HR,Entry,12,148,No,5,7,3,Good,3,98.69,158990,9
8295,38,Marketing,Manager,27,152,No,2,7,14,Good,1,70.67,45415,7
8296,23,HR,Senior,20,152,No,10,7,5,Average,3,99.33,91471,17
8297,26,IT,Mid,10,141,No,10,14,7,Average,2,99.44,59002,3
8298,30,IT,Mid,3,189,No,14,10,5,Poor,7,64.9,195841,2
8299,50,IT,Entry,5,214,Yes,1,9,5,Average,1,73.69,170538,11
8300,56,IT,Manager,20,203,Yes,0,9,11,Average,1,60.41,162841,13
8301,57,Operations,Senior,8,199,Hybrid,0,11,12,Average,8,91.22,135185,18
8302,56,HR,Entry,11,152,Hybrid,7,18,6,Average,7,56.95,109851,3
8303,51,Finance,Mid,15,130,No,3,15,0,Average,7,58.24,102961,5
8304,36,Operations,Mid,24,153,Hybrid,12,15,9,Average,9,90.28,132871,1
8305,50,Operations,Mid,10,174,Hybrid,4,19,9,Excellent,7,88.98,154948,0
8306,46,Sales,Mid,1,211,Hybrid,11,5,6,Poor,4,89.58,76460,18
8307,32,Sales,Mid,24,182,Hybrid,7,3,7,Average,8,60.39,159959,9
8308,58,Sales,Senior,11,125,No,11,7,5,Excellent,7,85.75,114730,6
8309,25,Marketing,Senior,13,163,Yes,9,11,8,Average,3,69.86,144349,6
8310,33,IT,Manager,9,120,Yes,11,13,1,Good,5,82.7,170272,10
8311,53,Operations,Entry,4,156,Yes,6,14,6,Average,2,60.13,110090,3
